"token","freq","which"
"congrats on your",2,3
"contact me for",2,3
"continue to be",2,3
"cosmo for latinas",2,3
"could be a",4,3
"cry me a",2,3
"day at a",2,3
"day to all",3,3
"days more days",2,3
"decide to stop",2,3
"dick dick dick",4,3
"did u get",2,3
"did you get",2,3
"did you know",4,3
"didnt get the",3,3
"didnt have to",2,3
"diet and exercise",2,3
"difference between a",2,3
"do anything else",2,3
"do anything for",2,3
"do have a",2,3
"do is tell",2,3
"do we get",2,3
"do what they",2,3
"do with my",2,3
"do you celebrate",2,3
"do you do",2,3
"do you guys",4,3
"do you know",5,3
"do you like",2,3
"do you mean",2,3
"do you need",2,3
"do you think",9,3
"do you use",2,3
"do you want",3,3
"does not mean",3,3
"doesnt matter what",3,3
"doesnt want to",2,3
"doing right now",2,3
"dont be a",2,3
"dont even know",4,3
"dont feel like",3,3
"dont forget to",2,3
"dont give a",3,3
"dont have a",3,3
"dont have the",2,3
"dont have to",3,3
"dont know if",2,3
"dont know what",2,3
"dont let any",2,3
"dont like the",2,3
"dont miss the",3,3
"dont understand the",2,3
"dont want to",3,3
"doors open at",2,3
"down the line",2,3
"dream come true",2,3
"eight nich cannon",2,3
"email me directly",2,3
"end of the",6,3
"end up getting",2,3
"enjoy the book",2,3
"enough not to",2,3
"ever lose my",2,3
"everybody up to",2,3
"everyone who made",2,3
"everything has been",2,3
"excited to see",4,3
"fan of the",2,3
"feel like were",2,3
"feels good to",2,3
"fight for us",2,3
"figure out how",3,3
"figured it out",2,3
"finished a mi",2,3
"first day of",2,3
"first thing i",2,3
"focus on my",2,3
"folks i am",2,3
"follow follow follow",2,3
"follow me and",2,3
"follow me back",3,3
"follow me belieberboy",2,3
"follow me on",4,3
"follow me please",5,3
"followers thank you",2,3
"following the plan",2,3
"for a favor",2,3
"for a few",2,3
"for a long",2,3
"for a moment",2,3
"for a super",2,3
"for a week",3,3
"for a while",6,3
"for a year",2,3
"for all of",2,3
"for following me",2,3
"for me but",2,3
"for me to",3,3
"for more info",3,3
"for no reason",3,3
"for our first",2,3
"for the day",2,3
"for the follow",19,3
"for the mention",3,3
"for the next",2,3
"for the retweet",5,3
"for the rt",11,3
"for the weekend",2,3
"for them to",2,3
"for what he",2,3
"for what you",2,3
"for you do",2,3
"for you to",2,3
"for your help",2,3
"forget about it",2,3
"forward to it",2,3
"forward to seeing",2,3
"found out that",2,3
"fox jumped past",2,3
"friends jump off",2,3
"front of the",3,3
"fuck with my",2,3
"get a better",2,3
"get a follow",2,3
"get a free",2,3
"get back to",6,3
"get down to",2,3
"get in touch",2,3
"get out of",3,3
"get the same",2,3
"get used to",3,3
"get you to",2,3
"getting ready for",5,3
"girl with the",2,3
"give a fuck",2,3
"give it a",2,3
"give me a",4,3
"give up on",2,3
"glad to be",3,3
"glad you liked",4,3
"go get it",2,3
"go to a",4,3
"go to bed",3,3
"go to sleep",2,3
"go to the",7,3
"go to work",2,3
"going out to",3,3
"going to ask",3,3
"going to be",11,3
"going to come",2,3
"going to do",4,3
"going to get",2,3
"going to go",2,3
"going to have",2,3
"going to kill",2,3
"going to make",2,3
"going to the",3,3
"gonna tell me",2,3
"good i just",2,3
"good luck with",3,3
"good night world",2,3
"good thing i",2,3
"good to be",2,3
"good to hear",2,3
"good to know",3,3
"got a good",2,3
"got a show",2,3
"got back from",2,3
"got off the",2,3
"grading grading grading",2,3
"great to meet",3,3
"great way to",2,3
"greyson i love",3,3
"ha ha ha",2,3
"had a good",2,3
"had a great",10,3
"had a lot",2,3
"had no idea",4,3
"had so much",2,3
"half of the",2,3
"hang out with",2,3
"hanging out with",2,3
"happy bday to",2,3
"happy birthday to",4,3
"happy mothers day",10,3
"happy new year",4,3
"happy to be",4,3
"happy to see",3,3
"has been a",2,3
"has been such",2,3
"has been the",2,3
"has just been",2,3
"has the best",2,3
"has to be",2,3
"have a good",6,3
"have a great",11,3
"have a happy",2,3
"have a new",4,3
"have a problem",2,3
"have no idea",2,3
"have so much",3,3
"have the best",4,3
"have the power",2,3
"have to be",2,3
"have to do",2,3
"have to get",4,3
"have to go",2,3
"have to keep",2,3
"have to say",3,3
"have to see",2,3
"have yet to",2,3
"have you seen",3,3
"havent been to",2,3
"having a bad",2,3
"having a good",4,3
"having a great",2,3
"having a personal",2,3
"he deserve me",2,3
"he doesnt want",2,3
"he is going",2,3
"he needs to",3,3
"he will be",3,3
"hear from you",3,3
"hell of a",2,3
"hell yeah haha",2,3
"here with all",2,3
"hey thanks for",3,3
"him in the",2,3
"hit me up",3,3
"honored to be",2,3
"hope all is",2,3
"hope to see",8,3
"hope u feel",2,3
"hope you had",3,3
"hope you have",4,3
"how are you",7,3
"how can i",3,3
"how do u",2,3
"how do we",3,3
"how do you",5,3
"how many of",2,3
"how much more",2,3
"how the hell",2,3
"how to get",4,3
"hurt to much",2,3
"i agree with",2,3
"i am a",5,3
"i am not",3,3
"i am so",4,3
"i am the",2,3
"i am today",2,3
"i am too",2,3
"i believe that",2,3
"i can be",2,3
"i can do",5,3
"i can feel",2,3
"i can get",2,3
"i can have",2,3
"i can help",2,3
"i can never",2,3
"i can see",3,3
"i cant get",2,3
"i cant wait",9,3
"i contradict myself",2,3
"i could be",3,3
"i could have",2,3
"i could use",2,3
"i couldnt be",2,3
"i did not",5,3
"i didnt even",2,3
"i didnt have",2,3
"i didnt know",4,3
"i do have",3,3
"i do is",2,3
"i do miss",2,3
"i do not",2,3
"i do with",2,3
"i dont care",4,3
"i dont even",3,3
"i dont feel",3,3
"i dont give",3,3
"i dont have",10,3
"i dont know",9,3
"i dont like",5,3
"i dont really",2,3
"i dont think",6,3
"i dont wanna",3,3
"i dont watch",2,3
"i end up",2,3
"i ended up",2,3
"i ever lose",2,3
"i feel like",5,3
"i figured it",2,3
"i get a",5,3
"i get back",2,3
"i get home",2,3
"i get the",5,3
"i go to",2,3
"i got a",2,3
"i got to",2,3
"i got you",2,3
"i grew up",2,3
"i guess i",2,3
"i guess the",2,3
"i had a",12,3
"i had some",2,3
"i had the",2,3
"i had to",8,3
"i have a",9,3
"i have done",2,3
"i have never",2,3
"i have no",2,3
"i have now",2,3
"i have the",6,3
"i have to",9,3
"i have yet",2,3
"i havent been",4,3
"i hope he",2,3
"i hope they",2,3
"i hope you",4,3
"i just cant",2,3
"i just did",2,3
"i just dont",2,3
"i just finished",3,3
"i just got",5,3
"i just love",2,3
"i just realized",2,3
"i just really",3,3
"i just wanna",3,3
"i just want",4,3
"i just wanted",2,3
"i know but",3,3
"i know i",2,3
"i know im",3,3
"i know its",2,3
"i know right",3,3
"i know that",2,3
"i know you",2,3
"i like it",2,3
"i like that",2,3
"i like the",2,3
"i like this",2,3
"i like to",6,3
"i love and",3,3
"i love greyson",4,3
"i love how",4,3
"i love it",3,3
"i love my",4,3
"i love that",4,3
"i love the",5,3
"i love this",5,3
"i love you",19,3
"i love your",4,3
"i may have",2,3
"i miss you",6,3
"i need a",8,3
"i need more",2,3
"i need to",12,3
"i really enjoy",2,3
"i really just",2,3
"i really like",2,3
"i really want",2,3
"i see you",3,3
"i should have",2,3
"i smell a",2,3
"i still have",2,3
"i swear i",2,3
"i think about",2,3
"i think i",12,3
"i think ill",4,3
"i think im",5,3
"i think it",2,3
"i think its",5,3
"i think that",2,3
"i think the",3,3
"i think were",2,3
"i think you",5,3
"i thought you",2,3
"i told you",2,3
"i wanna go",2,3
"i wanna have",2,3
"i want a",7,3
"i want some",3,3
"i want that",3,3
"i want to",16,3
"i wanted to",2,3
"i was a",2,3
"i was born",2,3
"i was done",2,3
"i was going",3,3
"i was in",2,3
"i was just",4,3
"i was rapping",2,3
"i was so",2,3
"i was there",3,3
"i went to",2,3
"i will be",5,3
"i will never",2,3
"i wish i",15,3
"i wonder if",2,3
"i wont be",2,3
"i work out",2,3
"i would also",2,3
"i would do",2,3
"i would get",2,3
"i would like",5,3
"i would love",4,3
"i would never",2,3
"i wouldnt have",2,3
"ice cream and",2,3
"id like to",3,3
"idea for a",2,3
"if i didnt",2,3
"if i ever",2,3
"if i get",4,3
"if i had",5,3
"if i want",2,3
"if it is",2,3
"if it was",2,3
"if she ever",2,3
"if that was",2,3
"if they dont",2,3
"if u can",2,3
"if u not",2,3
"if u think",2,3
"if you are",6,3
"if you can",3,3
"if you cant",4,3
"if you come",3,3
"if you do",4,3
"if you dont",3,3
"if you find",2,3
"if you guys",3,3
"if you have",9,3
"if you knew",2,3
"if you like",2,3
"if you need",7,3
"if you see",3,3
"if you wanna",3,3
"if you want",6,3
"if youre going",2,3
"ill be fine",2,3
"ill be in",2,3
"ill be out",2,3
"ill be there",3,3
"ill make a",2,3
"im going to",14,3
"im gonna be",2,3
"im having a",2,3
"im in the",2,3
"im just gonna",2,3
"im not a",3,3
"im not even",3,3
"im not feeling",2,3
"im not sure",4,3
"im not the",2,3
"im ready for",3,3
"im so excited",4,3
"im so glad",3,3
"im so happy",2,3
"im so ready",2,3
"im starting to",3,3
"im trying to",2,3
"im working on",3,3
"in a good",4,3
"in a little",3,3
"in a month",2,3
"in a row",4,3
"in a while",4,3
"in all my",2,3
"in chicago on",2,3
"in fear of",2,3
"in front of",6,3
"in kansas city",2,3
"in las vegas",2,3
"in love with",6,3
"in my head",3,3
"in my house",2,3
"in my life",2,3
"in my sleep",2,3
"in new york",2,3
"in one of",3,3
"in order to",3,3
"in place of",3,3
"in real life",2,3
"in san diego",2,3
"in the am",2,3
"in the back",2,3
"in the car",2,3
"in the city",2,3
"in the digital",2,3
"in the first",2,3
"in the game",4,3
"in the house",2,3
"in the last",4,3
"in the library",2,3
"in the loop",2,3
"in the middle",2,3
"in the morning",8,3
"in the name",2,3
"in the parking",2,3
"in the past",2,3
"in the rain",2,3
"in the s",3,3
"in the studio",2,3
"in the th",2,3
"in the uk",2,3
"in the us",3,3
"in the world",3,3
"in this world",2,3
"in time for",2,3
"in your life",2,3
"into a bar",2,3
"is a bad",3,3
"is a great",4,3
"is a must",3,3
"is a stream",2,3
"is a sweet",2,3
"is better than",4,3
"is coming back",2,3
"is coming down",2,3
"is coming soon",3,3
"is going to",13,3
"is gonna be",4,3
"is having a",2,3
"is in the",3,3
"is it a",2,3
"is it that",3,3
"is just a",2,3
"is making me",2,3
"is more than",3,3
"is my favorite",3,3
"is no way",3,3
"is not a",4,3
"is not an",2,3
"is nothing you",2,3
"is obvious that",2,3
"is one of",4,3
"is out of",2,3
"is possible for",2,3
"is putting on",2,3
"is such a",3,3
"is the best",10,3
"is the first",3,3
"is the funniest",2,3
"is the most",2,3
"is the new",2,3
"is there a",2,3
"is too good",2,3
"is why we",2,3
"is working on",3,3
"it all the",3,3
"it but i",2,3
"it can be",2,3
"it could be",3,3
"it doesnt matter",3,3
"it feels so",2,3
"it happen rt",2,3
"it has been",2,3
"it in my",2,3
"it in the",3,3
"it is a",4,3
"it is going",2,3
"it is obvious",2,3
"it is possible",2,3
"it is the",2,3
"it looks like",3,3
"it must be",2,3
"it out this",2,3
"it sounds like",2,3
"it to the",2,3
"it up in",3,3
"it was a",2,3
"it was fun",3,3
"it was just",2,3
"it was so",2,3
"it will be",4,3
"it with a",2,3
"it would be",6,3
"it wouldnt be",2,3
"its a beautiful",3,3
"its a big",2,3
"its a great",2,3
"its all good",2,3
"its because you",2,3
"its been a",3,3
"its gonna be",2,3
"its like a",3,3
"its not fair",2,3
"its not too",2,3
"its one of",3,3
"its so good",3,3
"its time to",6,3
"ive been in",2,3
"ive been listening",2,3
"ive got a",2,3
"ive got to",2,3
"ive never been",2,3
"ive never had",2,3
"ive really enjoyed",2,3
"ive seen in",2,3
"john thanks for",2,3
"jump off a",2,3
"jumped past the",2,3
"just a few",2,3
"just a little",3,3
"just depends on",2,3
"just finished a",4,3
"just give me",2,3
"just go to",2,3
"just got back",2,3
"just got done",2,3
"just got off",3,3
"just got the",2,3
"just got to",2,3
"just have to",2,3
"just in case",2,3
"just made my",2,3
"just saw your",2,3
"just trying to",4,3
"just want to",3,3
"just wanted to",2,3
"keep up the",2,3
"keep you in",2,3
"know how it",2,3
"know how to",2,3
"know if you",5,3
"know im not",2,3
"know it was",2,3
"know that you",2,3
"know what i",2,3
"know where this",2,3
"last night was",3,3
"last time i",2,3
"last week i",2,3
"learn how to",2,3
"learn more about",2,3
"least you are",2,3
"lesson of the",2,3
"let me know",10,3
"let us know",2,3
"let you know",3,3
"lets do this",2,3
"life is a",2,3
"life would be",2,3
"like the last",2,3
"like they did",2,3
"like they dont",2,3
"like to see",5,3
"like to think",2,3
"listening to the",2,3
"lol but i",3,3
"lol i just",3,3
"lol i think",2,3
"long as i",2,3
"look at the",2,3
"look forward to",4,3
"looking for a",4,3
"looking forward to",16,3
"looks like a",3,3
"looks like the",2,3
"looks like you",2,3
"lose my hands",2,3
"loss to the",2,3
"lot of people",2,3
"love greyson i",3,3
"love it its",2,3
"love that song",2,3
"love to have",2,3
"love to hear",2,3
"love with it",2,3
"love you guys",3,3
"love you so",3,3
"love you too",3,3
"made it to",2,3
"made my day",2,3
"make a list",2,3
"make him a",2,3
"make it happen",3,3
"make sure i",2,3
"make sure you",2,3
"make the world",2,3
"makes me happy",2,3
"makes sense you",2,3
"making me feel",2,3
"man let me",2,3
"matter what i",2,3
"may or may",2,3
"maybe i should",3,3
"me a message",2,3
"me and ill",3,3
"me back to",2,3
"me go to",2,3
"me going to",2,3
"me her no",2,3
"me if i",3,3
"me if you",2,3
"me know how",2,3
"me know if",4,3
"me like a",2,3
"me not to",2,3
"me on twitter",3,3
"me right now",2,3
"me to do",3,3
"me to get",2,3
"me to the",2,3
"me too but",2,3
"me what you",2,3
"merry christmas to",2,3
"mi run with",2,3
"middle of the",3,3
"miles in minutes",2,3
"miss you and",2,3
"miss you too",3,3
"moment when you",3,3
"more days more",2,3
"more info on",2,3
"more than anything",2,3
"most of the",4,3
"most out of",2,3
"mothers day to",4,3
"much as i",2,3
"much for that",2,3
"much i wish",2,3
"museum of art",2,3
"must have a",3,3
"my friends and",2,3
"my mom took",2,3
"my name is",2,3
"my new follower",2,3
"my passion and",2,3
"my to do",2,3
"my way to",4,3
"name of love",2,3
"need a little",3,3
"need is a",2,3
"need more followers",2,3
"need to be",2,3
"need to do",2,3
"need to get",8,3
"need to go",4,3
"need to know",5,3
"need to look",2,3
"need to move",2,3
"need to start",2,3
"need to stop",2,3
"needs to be",3,3
"never be a",2,3
"never give up",2,3
"never had a",2,3
"new friends and",2,3
"new new twitter",3,3
"new year to",2,3
"nice to have",2,3
"nice to meet",2,3
"nice to see",2,3
"no its a",2,3
"no matter how",2,3
"no matter what",2,3
"no one in",2,3
"not at all",3,3
"not going to",2,3
"not in the",2,3
"not sure how",2,3
"not the only",2,3
"not to be",2,3
"not too bad",2,3
"now all i",2,3
"now and i",2,3
"now i have",3,3
"now i know",2,3
"now i want",3,3
"now if only",2,3
"now that i",2,3
"obvious that the",2,3
"of a drug",2,3
"of all the",2,3
"of all time",5,3
"of it with",2,3
"of my life",2,3
"of the best",5,3
"of the day",12,3
"of the fight",2,3
"of the night",2,3
"of the past",2,3
"of the th",2,3
"of the week",3,3
"of the world",4,3
"of the year",2,3
"of them are",2,3
"of things in",2,3
"of with nike",2,3
"of you i",2,3
"of you in",2,3
"of your life",5,3
"of your own",2,3
"off a bridge",2,3
"off the phone",2,3
"off the world",2,3
"off to the",4,3
"omg i love",3,3
"on at the",2,3
"on facebook to",2,3
"on his way",2,3
"on june th",2,3
"on my own",2,3
"on my phone",2,3
"on my way",5,3
"on opening day",2,3
"on the bus",2,3
"on the field",3,3
"on the go",2,3
"on the left",2,3
"on the radio",2,3
"on the road",3,3
"on the team",2,3
"on twitter i",2,3
"one day at",2,3
"one of my",3,3
"one of our",3,3
"one of the",14,3
"one of those",3,3
"one size fits",2,3
"one that i",2,3
"one who is",2,3
"only if you",3,3
"open at pm",2,3
"or at least",2,3
"or is it",2,3
"or may not",2,3
"or you can",2,3
"our whore show",3,3
"out how to",3,3
"out in the",3,3
"out my new",2,3
"out next month",2,3
"out of control",4,3
"out of it",3,3
"out of me",2,3
"out of my",2,3
"out of the",8,3
"out of town",3,3
"out to my",2,3
"out to the",5,3
"paid for it",2,3
"part of my",2,3
"part of the",6,3
"party it up",2,3
"past few days",2,3
"people need to",2,3
"people who are",3,3
"person who is",2,3
"picked up my",2,3
"play in the",2,3
"please dm me",2,3
"please follow me",4,3
"please let me",2,3
"pm at the",2,3
"prayers are with",2,3
"pretend to be",2,3
"pretty cool and",2,3
"pretty sure i",2,3
"pull the trigger",2,3
"rapping at eight",2,3
"ready for a",2,3
"ready for church",2,3
"ready for the",5,3
"ready to go",3,3
"really want to",3,3
"recording session for",2,3
"red fox jumped",2,3
"rest of the",3,3
"right back at",2,3
"right in front",2,3
"right now lol",3,3
"rip steve jobs",2,3
"rt if you",2,3
"run with a",2,3
"said i dont",2,3
"save you from",2,3
"see some of",2,3
"see what i",2,3
"see you in",4,3
"see you there",7,3
"seem to have",2,3
"seen in a",2,3
"send me a",2,3
"send me an",2,3
"sense of humor",3,3
"sent you a",2,3
"she ever gets",2,3
"she is my",2,3
"she is so",2,3
"should be a",3,3
"should follow me",2,3
"shout out to",6,3
"show in nashville",2,3
"show of the",2,3
"show with us",2,3
"sitting in the",2,3
"size fits all",2,3
"smile bro follow",2,3
"so excited to",4,3
"so far but",2,3
"so glad you",2,3
"so happy to",3,3
"so i can",5,3
"so if you",2,3
"so im not",2,3
"so much and",2,3
"so much for",4,3
"so much fun",3,3
"so much i",3,3
"so much respect",2,3
"so proud of",2,3
"so ready to",2,3
"so tired i",2,3
"so to my",2,3
"some for the",2,3
"some of the",4,3
"something in my",2,3
"something that makes",2,3
"sometimes i just",2,3
"sorry for the",2,3
"sorry i missed",2,3
"sorry to hear",3,3
"sounds like a",2,3
"spent some time",2,3
"spreading the word",2,3
"start my homework",2,3
"starting to think",2,3
"starts at pm",3,3
"stay away from",2,3
"stop being so",2,3
"stream is a",2,3
"take a look",2,3
"take it to",2,3
"take on the",2,3
"talk to me",3,3
"talk to you",2,3
"tell me how",2,3
"tell me what",3,3
"tell me who",2,3
"tell your friends",2,3
"text me back",2,3
"th and th",3,3
"th at the",2,3
"thank you all",2,3
"thank you for",23,3
"thank you rt",2,3
"thank you so",6,3
"thank you to",2,3
"thanks for all",3,3
"thanks for asking",2,3
"thanks for being",2,3
"thanks for checking",2,3
"thanks for following",3,3
"thanks for posting",2,3
"thanks for stopping",2,3
"thanks for the",52,3
"thanks for tweeting",2,3
"thanks for your",3,3
"thanks so much",3,3
"thanks to everyone",4,3
"thanks to for",2,3
"thanks very much",2,3
"that awkward moment",3,3
"that have been",3,3
"that i am",2,3
"that i couldnt",2,3
"that i have",3,3
"that i havent",3,3
"that if you",2,3
"that is so",3,3
"that it was",2,3
"that looks like",2,3
"that no one",2,3
"that one is",2,3
"that should be",2,3
"that was a",3,3
"that was like",2,3
"that was the",3,3
"that will be",3,3
"that would be",4,3
"that you are",2,3
"thats a good",2,3
"thats a nice",2,3
"thats my job",2,3
"thats the best",2,3
"thats what i",2,3
"thats what the",2,3
"the amount of",2,3
"the best of",5,3
"the best weekend",2,3
"the countdown is",2,3
"the difference between",3,3
"the dragon tattoo",2,3
"the end of",7,3
"the fact i",2,3
"the fact that",2,3
"the first person",3,3
"the first place",2,3
"the first time",4,3
"the follow back",2,3
"the game you",2,3
"the girl with",2,3
"the grocery store",2,3
"the heads up",2,3
"the hell is",2,3
"the key to",3,3
"the last few",2,3
"the last time",2,3
"the list of",2,3
"the middle of",3,3
"the most out",2,3
"the name of",2,3
"the need to",2,3
"the new new",2,3
"the next few",2,3
"the one that",3,3
"the only one",2,3
"the only reason",2,3
"the only thing",3,3
"the parking lot",2,3
"the phone with",2,3
"the pivot table",2,3
"the power of",2,3
"the power to",3,3
"the rest of",7,3
"the same thing",3,3
"the same way",2,3
"the same with",2,3
"the super bowl",2,3
"the top of",3,3
"the way to",2,3
"the way you",2,3
"the world and",2,3
"the world is",4,3
"the world its",2,3
"the world of",2,3
"the world to",4,3
"them in the",2,3
"them to be",3,3
"then get off",2,3
"there are no",2,3
"there is a",7,3
"there is no",7,3
"there is nothing",3,3
"there was a",2,3
"there will be",3,3
"they are looking",2,3
"they cant do",2,3
"they dont care",2,3
"things in life",4,3
"think i can",2,3
"think i just",2,3
"think im going",2,3
"think is the",2,3
"think its a",2,3
"think you should",3,3
"this art of",2,3
"this is a",4,3
"this is not",2,3
"this is the",4,3
"this is what",3,3
"this is why",5,3
"this was the",2,3
"thought about it",4,3
"thought i was",2,3
"thx for the",2,3
"tickets to see",3,3
"time at the",2,3
"time for the",2,3
"time is it",2,3
"time of with",2,3
"time to check",2,3
"time to get",2,3
"time to go",2,3
"time to play",2,3
"time to start",2,3
"to a restaurant",2,3
"to all the",4,3
"to ask if",2,3
"to ask u",2,3
"to bathe in",2,3
"to be a",9,3
"to be able",2,3
"to be alive",2,3
"to be back",4,3
"to be graduating",2,3
"to be here",3,3
"to be in",4,3
"to be my",3,3
"to be on",2,3
"to be outside",2,3
"to be the",4,3
"to be your",3,3
"to because i",2,3
"to bring us",2,3
"to catch up",2,3
"to chat with",2,3
"to check it",5,3
"to check out",2,3
"to come out",3,3
"to come over",2,3
"to come to",3,3
"to die in",2,3
"to do a",2,3
"to do it",4,3
"to do list",2,3
"to do so",2,3
"to do something",3,3
"to do that",2,3
"to do the",2,3
"to do with",2,3
"to eat at",2,3
"to end the",2,3
"to enter a",2,3
"to everyone who",3,3
"to figure out",4,3
"to find out",2,3
"to follow me",3,3
"to follow you",2,3
"to get a",6,3
"to get back",3,3
"to get involved",2,3
"to get it",6,3
"to get my",4,3
"to get on",2,3
"to get out",2,3
"to get some",2,3
"to get the",5,3
"to get them",2,3
"to get this",3,3
"to get to",2,3
"to give up",2,3
"to go home",4,3
"to go take",2,3
"to go to",14,3
"to have a",3,3
"to have you",3,3
"to hear about",2,3
"to hear from",2,3
"to hear of",2,3
"to hear that",3,3
"to keep my",2,3
"to know that",2,3
"to know what",2,3
"to know why",2,3
"to know you",2,3
"to learn about",2,3
"to learn how",2,3
"to learn more",2,3
"to listen to",2,3
"to live and",2,3
"to make a",3,3
"to make it",2,3
"to make some",2,3
"to make sure",2,3
"to meet you",5,3
"to my family",2,3
"to my new",2,3
"to one of",4,3
"to party it",2,3
"to pick up",3,3
"to play in",2,3
"to play with",2,3
"to say it",2,3
"to see a",4,3
"to see if",3,3
"to see it",2,3
"to see some",3,3
"to see the",5,3
"to see tonight",2,3
"to see what",2,3
"to see whats",2,3
"to see you",13,3
"to see your",2,3
"to seeing you",2,3
"to share your",2,3
"to sign my",2,3
"to sleep with",2,3
"to start my",3,3
"to start the",2,3
"to talk about",4,3
"to talk to",2,3
"to tell me",2,3
"to the gym",2,3
"to the mall",2,3
"to the market",2,3
"to the next",2,3
"to the public",2,3
"to the rest",2,3
"to the show",2,3
"to the world",2,3
"to the zoo",2,3
"to walk to",2,3
"to watch it",3,3
"to win a",2,3
"to win the",2,3
"to win tickets",2,3
"to work on",3,3
"to you as",2,3
"to your favorite",2,3
"today and tomorrow",2,3
"today hope you",2,3
"today is a",4,3
"tonight at pm",3,3
"tonight at the",3,3
"too but you",2,3
"too early to",2,3
"too im in",2,3
"too late to",2,3
"too much time",3,3
"took home the",2,3
"top of the",2,3
"true this week",2,3
"trying to figure",3,3
"trying to get",2,3
"trying to sleep",2,3
"twitter for awhile",2,3
"u feel better",2,3
"u have a",3,3
"up and won",2,3
"up at am",2,3
"up for a",2,3
"up in the",2,3
"up on my",3,3
"up on twitter",2,3
"up to date",2,3
"up to no",2,3
"up to today",2,3
"us in the",2,3
"us to your",2,3
"used to be",2,3
"voice of reason",2,3
"wait for the",2,3
"wait to get",4,3
"wait to see",10,3
"waiting for the",2,3
"wake me up",2,3
"wake up in",2,3
"wanna be a",2,3
"want me to",2,3
"want to be",2,3
"want to check",2,3
"want to get",2,3
"want to go",3,3
"want to know",4,3
"want to learn",3,3
"want to leave",2,3
"want to meet",3,3
"want to see",3,3
"wanted to be",2,3
"wanted to get",2,3
"wants to be",4,3
"wants to see",2,3
"was a bit",2,3
"was a really",2,3
"was done with",2,3
"was going to",4,3
"was probably the",2,3
"was rapping at",2,3
"was so fun",2,3
"was the end",2,3
"watching a movie",2,3
"watching the masters",2,3
"watching the voice",2,3
"way to end",2,3
"way to go",2,3
"way too much",4,3
"we can do",3,3
"we enjoy the",2,3
"we had a",3,3
"we have a",5,3
"we have to",4,3
"we live in",3,3
"we look forward",3,3
"we love it",3,3
"we love you",2,3
"we need to",11,3
"we pretend to",2,3
"we should have",2,3
"we want to",2,3
"we will be",2,3
"we will make",2,3
"we would love",3,3
"wear a white",2,3
"wed love to",2,3
"week i was",2,3
"welcome to my",2,3
"welcome to the",5,3
"well and i",2,3
"well as a",2,3
"well at least",2,3
"well i have",2,3
"well make it",2,3
"went to a",4,3
"went to class",2,3
"were at the",2,3
"were talking about",2,3
"what a beautiful",2,3
"what a surprise",2,3
"what an awesome",2,3
"what are the",2,3
"what are you",8,3
"what are your",2,3
"what do you",7,3
"what happened to",4,3
"what i did",3,3
"what i do",3,3
"what i need",2,3
"what i would",2,3
"what is everybody",2,3
"what is the",4,3
"what it do",3,3
"what it say",2,3
"what the hell",2,3
"what time is",2,3
"what to do",3,3
"what we pretend",2,3
"what would you",3,3
"what you are",2,3
"what you want",2,3
"whats going on",6,3
"whats your favorite",3,3
"when are you",3,3
"when can we",2,3
"when he has",2,3
"when he was",2,3
"when i ask",2,3
"when i do",2,3
"when i get",5,3
"when i was",2,3
"when is your",2,3
"when you are",2,3
"when you can",2,3
"when you realize",2,3
"when you see",4,3
"where i am",2,3
"who else is",2,3
"who is a",2,3
"who is the",2,3
"who to follow",2,3
"who wants to",4,3
"who will be",3,3
"who you are",2,3
"whore show is",2,3
"whos going to",2,3
"why do people",4,3
"why dont you",2,3
"why i dont",2,3
"wife and i",2,3
"will be a",3,3
"will be here",2,3
"will be in",2,3
"will be missed",3,3
"will be on",4,3
"will be starting",2,3
"will be the",2,3
"will never be",2,3
"will probably be",2,3
"will send you",2,3
"will stand the",2,3
"will try to",2,3
"will you be",2,3
"win tickets to",2,3
"wish i could",6,3
"wish i had",5,3
"wish i was",5,3
"wish you were",2,3
"with a smile",2,3
"with a time",2,3
"with all of",3,3
"with everything you",2,3
"with me and",2,3
"with nike gps",3,3
"with the dragon",2,3
"woke up to",2,3
"wonder what would",2,3
"work for you",2,3
"work on the",2,3
"working on a",2,3
"working on it",2,3
"working on my",3,3
"world its done",2,3
"worry about the",2,3
"would be a",2,3
"would like to",6,3
"would love to",8,3
"would you do",2,3
"writes off the",2,3
"yeah i figured",3,3
"yeah i know",2,3
"yes i am",3,3
"yes it is",2,3
"you a man",2,3
"you and your",3,3
"you are a",6,3
"you are going",3,3
"you are having",2,3
"you are in",2,3
"you are not",5,3
"you are the",3,3
"you are you",2,3
"you as well",4,3
"you believe in",2,3
"you but i",2,3
"you can always",3,3
"you can be",3,3
"you can do",2,3
"you can follow",2,3
"you can fuck",2,3
"you can get",4,3
"you can only",2,3
"you can share",2,3
"you cant win",2,3
"you do you",3,3
"you do youll",2,3
"you doing this",2,3
"you dont know",3,3
"you excited to",2,3
"you find any",2,3
"you follow me",2,3
"you for asking",2,3
"you for following",3,3
"you for the",9,3
"you for your",2,3
"you go to",2,3
"you going to",6,3
"you gotta do",2,3
"you gotta try",2,3
"you guys have",2,3
"you guys im",2,3
"you guys know",2,3
"you had a",5,3
"you have a",11,3
"you have an",2,3
"you have the",3,3
"you have to",4,3
"you if you",4,3
"you in a",3,3
"you in the",3,3
"you just have",2,3
"you know about",2,3
"you know that",2,3
"you know them",2,3
"you know when",2,3
"you know where",2,3
"you know you",3,3
"you know youre",2,3
"you like it",2,3
"you liked it",3,3
